filename,sp_lat_1,sp_lat_2,origin_lat,origin_lon,tl_lat,tl_lon,bl_lat,bl_lon,tr_lat,tr_lon,br_lat,br_lon
00890RY19.PDF,45.0,33.0,40.931,-74.0535555555555,41.4274585,-74.6115112,40.4793449,-74.6038852,41.4284607,-73.7903050,40.4803341,-73.7939032
00890COPTERIYLY6.PDF,45.0,33.0,40.8044444444444,-74.1325,41.2340211,-74.5329496,40.2857671,-74.5274915,41.2339599,-73.7140646,40.2857067,-73.7197678
05623IL6.PDF,45.0,33.0,39.8173055555556,-74.4316111111111,40.2912208,-74.7794874,39.3424802,-74.7748093,40.2908395,-73.9717024,39.3421039,-73.9778870
05623R6.PDF,45.0,33.0,39.8725833333333,-74.3767777777778,40.3464857,-74.7249306,39.3977663,-74.7202451,40.3461041,-73.9165035,39.3973897,-73.9226979
05623R24.PDF,45.0,33.0,39.9936388888889,-74.1903333333333,40.4187239,-74.5949559,39.4700360,-74.5895049,40.4187238,-73.7856857,39.4700359,-73.7911371
00982IL6.PDF,45.0,33.0,40.2127222222222,-74.8984444444445,40.5629394,-75.2918501,39.6143136,-75.2865393,40.5628572,-74.4808964,39.6142325,-74.4865331
00982RRY6.PDF,45.0,33.0,40.2091388888889,-74.9047777777778,40.6932969,-75.2551291,39.7447310,-75.2503907,40.6929165,-74.4426490,39.7443557,-74.4488991
00982RRY24.PDF,44.6666666666667,39.3333333333333,40.3220277777778,-74.7256388888889,40.4699528,-74.9993560,39.9978800,-74.9973933,40.4702124,-74.5962263,39.9981376,-74.5971542
00982R16.PDF,45.0,33.0,40.204,-74.7468888888889,40.7968377,-75.3633502,39.8483391,-75.3550004,40.7982640,-74.5496433,39.8497468,-74.5523150
00982R34.PDF,45.0,33.0,40.2044444444444,-74.7475,40.6384262,-75.1528031,39.6898361,-75.1473257,40.6384220,-74.3409646,39.6898319,-74.3464586
00982RZ6.PDF,44.6666666666667,39.3333333333333,40.2091388888889,-74.9047777777778,40.6395202,-75.3104463,39.6954111,-75.3046554,40.6395309,-74.5020892,39.6954217,-74.5078376
00982RZ24.PDF,45.0,33.0,40.3410555555556,-74.7234166666667,40.7754578,-75.1301285,39.8269359,-75.1246213,40.7754577,-74.3166797,39.8269359,-74.3221871
00982VA.PDF,45.0,33.0,40.2533611111111,-74.9075833333333,40.6853574,-75.2451862,39.7367872,-75.2406207,40.6848906,-74.4327999,39.7363265,-74.4392205
11022RA.PDF,45.0,33.0,39.7384166666667,-74.4060833333333,40.1632143,-74.7777763,39.2144291,-74.7727870,40.1630002,-73.9714734,39.2142177,-73.9773072
11022RB.PDF,45.0,33.0,39.6033333333333,-74.2248333333333,40.0240521,-74.6498019,39.0752250,-74.6441086,40.0242061,-73.8451029,39.0753770,-73.8501901
06401R6.PDF,45.0,33.0,41.0625833,-74.4425556,41.5276704,-74.8198101,40.5796199,-74.8146463,41.5274396,-73.9974052,40.5793920,-74.0034983
06401R24.PDF,45.0,33.0,41.1283888888889,-74.3465277777778,41.5289663,-74.6473559,40.5809138,-74.6432382,41.5282157,-73.8249391,40.5801729,-73.8320785
00476R1.PDF,45.0,33.0,38.9164444444444,-74.9049166666667,39.2618424,-75.4210370,38.3128775,-75.4141962,39.2626467,-74.6250183,38.3136712,-74.6287282
00476R10.PDF,45.0,33.0,39.0064722222222,-75.0286388888889,39.3810622,-75.4975581,38.4321059,-75.4913326,39.3815404,-74.7001951,38.4325779,-74.7045557
00476R19.PDF,45.0,33.0,39.0166666666667,-74.9166666666667,39.5215630,-75.3259318,38.5726222,-75.3204875,39.5216297,-74.5269791,38.5726880,-74.5321629
00476R28.PDF,45.0,33.0,39.00775,-74.7936388888889,39.3220261,-75.3207504,38.3730671,-75.3137581,39.3229030,-74.5240526,38.3739323,-74.5276288
00476L19.PDF,45.0,33.0,39.0166666666667,-74.9166666666667,39.5525504,-75.1906161,38.6036092,-75.1869703,39.5516945,-74.3913175,38.6027646,-74.3983089
00476VA.PDF,45.0,33.0,39.0166666666667,-74.9166666666667,39.5052804,-75.1904321,38.5563320,-75.1867912,39.5044251,-74.3916702,38.5554879,-74.3986523
